ncbi	sample	group	mapped	coverage
NZ_QSFL01000001.1	high_25M	came_from_both	5187	NA
NZ_QSFL01000001.1	high_25M	came_from_donor	939	NA
NZ_QSFL01000001.1	high_25M	came_itself	52274	2.92981706832437
NZ_QSFL01000001.1	high_50M	came_from_before	2308	NA
NZ_QSFL01000001.1	high_50M	came_from_both	10960	NA
NZ_QSFL01000001.1	high_50M	came_from_donor	1463	NA
NZ_QSFL01000001.1	high_50M	came_itself	119609	6.7213283386792
NZ_QSFL01000001.1	high_5M	came_from_before	6	NA
NZ_QSFL01000001.1	high_5M	came_from_both	447	NA
NZ_QSFL01000001.1	high_5M	came_from_donor	13	NA
NZ_QSFL01000001.1	high_5M	came_itself	1896	0.0986423347636949
NZ_QSFO01000001.1	high_10M	came_from_before	233	0.593756165421907
NZ_QSFO01000001.1	high_10M	came_from_both	4098	0.593756165421907
NZ_QSFO01000001.1	high_10M	came_from_donor	4	0.593756165421907
NZ_QSFO01000001.1	high_10M	came_itself	7	NA
NZ_QSFO01000001.1	high_1M	came_from_before	NA	0.151423824010597
NZ_QSFO01000001.1	high_1M	came_from_both	23	0.151423824010597
NZ_QSFO01000001.1	high_1M	came_from_donor	3	0.151423824010597
NZ_QSFO01000001.1	high_1M	came_itself	1101	NA
NZ_QSFO01000001.1	high_25M	came_from_before	10	3.7206361469027
NZ_QSFO01000001.1	high_25M	came_from_both	24416	3.7206361469027
NZ_QSFO01000001.1	high_25M	came_from_donor	275	3.7206361469027
NZ_QSFO01000001.1	high_50M	came_from_before	NA	16.4403516688426
NZ_QSFO01000001.1	high_50M	came_from_both	252541	16.4403516688426
NZ_QSFO01000001.1	high_50M	came_from_donor	NA	16.4403516688426
NZ_QSFO01000001.1	high_5M	came_from_before	18	0.332389435633782
NZ_QSFO01000001.1	high_5M	came_from_both	1306	0.332389435633782
NZ_QSFO01000001.1	high_5M	came_from_donor	10	0.332389435633782
NZ_QSFW01000001.1	high_10M	came_from_before	1678	NA
NZ_QSFW01000001.1	high_10M	came_from_both	1269	NA
NZ_QSFW01000001.1	high_10M	came_from_donor	380	NA
NZ_QSFW01000001.1	high_10M	came_itself	12620	1.71496635502886
NZ_QSFW01000001.1	high_1M	came_from_before	4	NA
NZ_QSFW01000001.1	high_1M	came_itself	753	0.020939807700352
NZ_QSFW01000001.1	high_25M	came_from_before	3012	NA
NZ_QSFW01000001.1	high_25M	came_from_both	4247	NA
NZ_QSFW01000001.1	high_25M	came_from_donor	975	NA
NZ_QSFW01000001.1	high_25M	came_itself	47550	8.25759293788016
NZ_QSFW01000001.1	high_50M	came_from_before	7343	NA
NZ_QSFW01000001.1	high_50M	came_from_both	14700	NA
NZ_QSFW01000001.1	high_50M	came_from_donor	2499	NA
NZ_QSFW01000001.1	high_50M	came_itself	47800	9.94063090319695
NZ_QSFW01000001.1	high_5M	came_from_before	172	NA
NZ_QSFW01000001.1	high_5M	came_from_both	28	NA
NZ_QSFW01000001.1	high_5M	came_from_donor	8	NA
NZ_QSFW01000001.1	high_5M	came_itself	11803	1.23849020559395
NZ_QSFY01000001.1	high_10M	came_from_before	1376	3.26820822650174
NZ_QSFY01000001.1	high_10M	came_from_both	1400	NA
NZ_QSFY01000001.1	high_10M	came_from_donor	25	NA
NZ_QSFY01000001.1	high_10M	came_itself	2323	3.26820822650174
NZ_QSFY01000001.1	high_1M	came_from_before	1	0.0364997608541733
NZ_QSFY01000001.1	high_1M	came_itself	578	0.0364997608541733
NZ_QSFY01000001.1	high_25M	came_from_before	4872	12.238677810375
NZ_QSFY01000001.1	high_25M	came_from_both	19950	NA
NZ_QSFY01000001.1	high_25M	came_from_donor	303	NA
NZ_QSFY01000001.1	high_25M	came_itself	6874	12.238677810375
NZ_QSFY01000001.1	high_50M	came_from_before	63376	19.1785678441226
NZ_QSFY01000001.1	high_50M	came_from_both	37295	NA
NZ_QSFY01000001.1	high_50M	came_itself	10	19.1785678441226
NZ_QSFY01000001.1	high_5M	came_from_before	924	0.188850418340577
NZ_QSFY01000001.1	high_5M	came_from_both	88	NA
NZ_QSFY01000001.1	high_5M	came_itself	195	0.188850418340577
NZ_QSGC01000001.1	high_10M	came_from_before	39	NA
NZ_QSGC01000001.1	high_10M	came_from_both	34222	NA
NZ_QSGC01000001.1	high_10M	came_from_donor	1545	12.7575227527534
NZ_QSGC01000001.1	high_10M	came_itself	553	NA
NZ_QSGC01000001.1	high_1M	came_from_before	59	NA
NZ_QSGC01000001.1	high_1M	came_from_both	29	NA
NZ_QSGC01000001.1	high_1M	came_from_donor	2	0.0875498503881189
NZ_QSGC01000001.1	high_1M	came_itself	162	NA
NZ_QSGC01000001.1	high_25M	came_from_both	35758	NA
NZ_QSGC01000001.1	high_25M	came_from_donor	722	0.917906274302886
NZ_QSGC01000001.1	high_25M	came_itself	1	NA
NZ_QSGC01000001.1	high_50M	came_from_both	121082	NA
NZ_QSGC01000001.1	high_50M	came_from_donor	2800	4.63384758822544
NZ_QSGC01000001.1	high_5M	came_from_before	33	NA
NZ_QSGC01000001.1	high_5M	came_from_both	3909	NA
NZ_QSGC01000001.1	high_5M	came_from_donor	77	1.70393089347254
NZ_QSGC01000001.1	high_5M	came_itself	580	NA
NZ_QSGW01000001.1	high_10M	came_from_before	421	0.338047639422318
NZ_QSGW01000001.1	high_10M	came_from_both	97	NA
NZ_QSGW01000001.1	high_10M	came_from_donor	2	NA
NZ_QSGW01000001.1	high_10M	came_itself	2653	0.338047639422318
NZ_QSGW01000001.1	high_1M	came_from_before	88	0.306446581647462
NZ_QSGW01000001.1	high_1M	came_from_both	2	NA
NZ_QSGW01000001.1	high_1M	came_itself	2861	0.306446581647462
NZ_QSGW01000001.1	high_25M	came_from_before	2384	7.89020743740904
NZ_QSGW01000001.1	high_25M	came_from_both	1140	NA
NZ_QSGW01000001.1	high_25M	came_itself	92399	7.89020743740904
NZ_QSGW01000001.1	high_50M	came_from_before	130740	12.5315549749155
NZ_QSGW01000001.1	high_50M	came_from_both	1264	NA
NZ_QSGW01000001.1	high_50M	came_itself	3803	12.5315549749155
NZ_QSGW01000001.1	high_5M	came_from_before	744	0.331872549321044
NZ_QSGW01000001.1	high_5M	came_from_both	32	NA
NZ_QSGW01000001.1	high_5M	came_itself	958	0.331872549321044
NZ_QSHD01000001.1	high_10M	came_from_both	39677	NA
NZ_QSHD01000001.1	high_10M	came_from_donor	1109	0.707726178538043
NZ_QSHD01000001.1	high_10M	came_itself	8	NA
NZ_QSHD01000001.1	high_1M	came_from_before	10	NA
NZ_QSHD01000001.1	high_1M	came_from_both	128	NA
NZ_QSHD01000001.1	high_1M	came_from_donor	56	0.115106782053114
NZ_QSHD01000001.1	high_1M	came_itself	365	NA
NZ_QSHD01000001.1	high_25M	came_from_before	16	NA
NZ_QSHD01000001.1	high_25M	came_from_both	100162	NA
NZ_QSHD01000001.1	high_25M	came_from_donor	1969	0.709821946649962
NZ_QSHD01000001.1	high_25M	came_itself	106	NA
NZ_QSHD01000001.1	high_50M	came_from_both	440292	NA
NZ_QSHD01000001.1	high_50M	came_from_donor	45081	44.6771259052694
NZ_QSHD01000001.1	high_5M	came_from_both	14284	NA
NZ_QSHD01000001.1	high_5M	came_from_donor	479	0.527328378423569
NZ_QSHD01000001.1	high_5M	came_itself	54	NA
NZ_QSHI01000001.1	high_10M	came_from_both	13023	NA
NZ_QSHI01000001.1	high_10M	came_from_donor	1539	2.97787448795551
NZ_QSHI01000001.1	high_10M	came_itself	36	NA
NZ_QSHI01000001.1	high_1M	came_from_donor	4	0.053522904141419
NZ_QSHI01000001.1	high_1M	came_itself	681	NA
NZ_QSHI01000001.1	high_25M	came_from_both	50504	NA
NZ_QSHI01000001.1	high_25M	came_from_donor	5614	5.26544516587284
NZ_QSHI01000001.1	high_50M	came_from_both	214637	NA
NZ_QSHI01000001.1	high_50M	came_from_donor	15247	37.8986999308957
NZ_QSHI01000001.1	high_50M	came_itself	822	NA
NZ_QSHI01000001.1	high_5M	came_from_before	3	NA
NZ_QSHI01000001.1	high_5M	came_from_both	237	NA
NZ_QSHI01000001.1	high_5M	came_from_donor	2313	0.160128116559042
NZ_QSHI01000001.1	high_5M	came_itself	264	NA
NZ_QSHI01000001.1	medium_10M	came_from_before	189934	14.6209180543597
NZ_QSHI01000001.1	medium_10M	came_itself	471	NA
NZ_QSHI01000001.1	medium_1M	came_from_before	3726	1.20609971478234
NZ_QSHI01000001.1	medium_1M	came_itself	1258	NA
NZ_QSHI01000001.1	medium_25M	came_from_before	86809	0.726691258325532
NZ_QSHI01000001.1	medium_50M	came_from_before	156392	13.8787009266459
NZ_QSHI01000001.1	medium_5M	came_from_before	40070	4.0778399258897
NZ_QSHI01000001.1	medium_5M	came_itself	24	NA
NZ_QSHK01000001.1	high_10M	came_from_before	283	NA
NZ_QSHK01000001.1	high_10M	came_from_both	5075	NA
NZ_QSHK01000001.1	high_10M	came_from_donor	252	2.42962673415615
NZ_QSHK01000001.1	high_10M	came_itself	2692	NA
NZ_QSHK01000001.1	high_1M	came_from_both	14	NA
NZ_QSHK01000001.1	high_1M	came_from_donor	12	0.253073784299914
NZ_QSHK01000001.1	high_1M	came_itself	2537	NA
NZ_QSHK01000001.1	high_25M	came_from_both	13972	NA
NZ_QSHK01000001.1	high_25M	came_from_donor	6901	2.5087044261594
NZ_QSHK01000001.1	high_50M	came_from_before	1204	NA
NZ_QSHK01000001.1	high_50M	came_from_both	70894	NA
NZ_QSHK01000001.1	high_50M	came_from_donor	9580	33.0704870442813
NZ_QSHK01000001.1	high_50M	came_itself	21578	NA
NZ_QSHK01000001.1	high_5M	came_from_before	17	NA
NZ_QSHK01000001.1	high_5M	came_from_both	752	NA
NZ_QSHK01000001.1	high_5M	came_from_donor	200	0.650839210778901
NZ_QSHK01000001.1	high_5M	came_itself	1457	NA
NZ_QSHL01000001.1	high_10M	came_from_before	2	NA
NZ_QSHL01000001.1	high_10M	came_from_both	3115	NA
NZ_QSHL01000001.1	high_10M	came_from_donor	1785	1.26194334321612
NZ_QSHL01000001.1	high_10M	came_itself	375	NA
NZ_QSHL01000001.1	high_1M	came_from_before	7	NA
NZ_QSHL01000001.1	high_1M	came_from_both	30	NA
NZ_QSHL01000001.1	high_1M	came_from_donor	38	0.307193075913057
NZ_QSHL01000001.1	high_1M	came_itself	1278	NA
NZ_QSHL01000001.1	high_25M	came_from_before	13	NA
NZ_QSHL01000001.1	high_25M	came_from_both	35404	NA
NZ_QSHL01000001.1	high_25M	came_from_donor	1395	2.38384253274253
NZ_QSHL01000001.1	high_25M	came_itself	76	NA
NZ_QSHL01000001.1	high_50M	came_from_both	98297	NA
NZ_QSHL01000001.1	high_50M	came_from_donor	6051	5.90330552654292
NZ_QSHL01000001.1	high_5M	came_from_before	4	NA
NZ_QSHL01000001.1	high_5M	came_from_both	4629	NA
NZ_QSHL01000001.1	high_5M	came_from_donor	948	2.43052115756494
NZ_QSHL01000001.1	high_5M	came_itself	268	NA
NZ_QSHS01000001.1	high_10M	came_from_before	110	NA
NZ_QSHS01000001.1	high_10M	came_from_both	771	NA
NZ_QSHS01000001.1	high_10M	came_from_donor	19	0.400341683076095
NZ_QSHS01000001.1	high_10M	came_itself	1296	NA
NZ_QSHS01000001.1	high_1M	came_from_before	2	NA
NZ_QSHS01000001.1	high_1M	came_from_donor	NA	0.0825634905508714
NZ_QSHS01000001.1	high_1M	came_itself	1049	NA
NZ_QSHS01000001.1	high_25M	came_from_before	20	NA
NZ_QSHS01000001.1	high_25M	came_from_both	26904	NA
NZ_QSHS01000001.1	high_25M	came_from_donor	17235	12.882418476228
NZ_QSHS01000001.1	high_25M	came_itself	337	NA
NZ_QSHS01000001.1	high_50M	came_from_both	44935	NA
NZ_QSHS01000001.1	high_50M	came_from_donor	24666	11.5274281961575
NZ_QSHS01000001.1	high_5M	came_from_before	1059	NA
NZ_QSHS01000001.1	high_5M	came_from_both	140	NA
NZ_QSHS01000001.1	high_5M	came_from_donor	2	1.69463497822077
NZ_QSHS01000001.1	high_5M	came_itself	4616	NA
NZ_QSHV01000001.1	high_10M	came_from_before	2	0.369629775678041
NZ_QSHV01000001.1	high_10M	came_from_both	15364	0.369629775678041
NZ_QSHV01000001.1	high_10M	came_from_donor	113	0.369629775678041
NZ_QSHV01000001.1	high_10M	came_itself	7	NA
NZ_QSHV01000001.1	high_1M	came_from_before	3	0.0955182542814204
NZ_QSHV01000001.1	high_1M	came_from_both	5	0.0955182542814204
NZ_QSHV01000001.1	high_1M	came_from_donor	11	0.0955182542814204
NZ_QSHV01000001.1	high_1M	came_itself	208	NA
NZ_QSHV01000001.1	high_25M	came_from_before	19	0.45793268040216
NZ_QSHV01000001.1	high_25M	came_from_both	34924	0.45793268040216
NZ_QSHV01000001.1	high_25M	came_from_donor	NA	0.45793268040216
NZ_QSHV01000001.1	high_25M	came_itself	1	NA
NZ_QSHV01000001.1	high_50M	came_from_before	NA	5.61785987471902
NZ_QSHV01000001.1	high_50M	came_from_both	122414	5.61785987471902
NZ_QSHV01000001.1	high_50M	came_from_donor	NA	5.61785987471902
NZ_QSHV01000001.1	high_5M	came_from_before	NA	0.25446694890532
NZ_QSHV01000001.1	high_5M	came_from_both	5626	0.25446694890532
NZ_QSHV01000001.1	high_5M	came_from_donor	20	0.25446694890532
NZ_QSHV01000001.1	high_5M	came_itself	2	NA
NZ_QSIC01000001.1	high_10M	came_from_before	529	0.577465144461438
NZ_QSIC01000001.1	high_10M	came_from_both	1086	NA
NZ_QSIC01000001.1	high_10M	came_from_donor	33	NA
NZ_QSIC01000001.1	high_10M	came_itself	923	0.577465144461438
NZ_QSIC01000001.1	high_1M	came_from_before	25	0.0379690172271607
NZ_QSIC01000001.1	high_1M	came_itself	1126	0.0379690172271607
NZ_QSIC01000001.1	high_25M	came_from_before	10307	1.15073033082101
NZ_QSIC01000001.1	high_25M	came_from_both	1532	NA
NZ_QSIC01000001.1	high_25M	came_itself	430	1.15073033082101
NZ_QSIC01000001.1	high_50M	came_from_before	3870	1.62173918675099
NZ_QSIC01000001.1	high_50M	came_from_both	34220	NA
NZ_QSIC01000001.1	high_50M	came_itself	3	1.62173918675099
NZ_QSIC01000001.1	high_5M	came_from_before	8691	2.80233036576024
NZ_QSIC01000001.1	high_5M	came_from_both	170	NA
NZ_QSIC01000001.1	high_5M	came_itself	2804	2.80233036576024
NZ_QSIC01000001.1	medium_10M	came_from_before	2328	NA
NZ_QSIC01000001.1	medium_10M	came_from_both	55085	NA
NZ_QSIC01000001.1	medium_10M	came_from_donor	7685	NA
NZ_QSIC01000001.1	medium_10M	came_itself	25732	7.36676108854809
NZ_QSIC01000001.1	medium_1M	came_from_before	2	NA
NZ_QSIC01000001.1	medium_1M	came_from_donor	15	NA
NZ_QSIC01000001.1	medium_1M	came_itself	2609	0.212607026071682
NZ_QSIC01000001.1	medium_25M	came_from_before	1157	NA
NZ_QSIC01000001.1	medium_25M	came_from_both	162	NA
NZ_QSIC01000001.1	medium_25M	came_from_donor	1836	NA
NZ_QSIC01000001.1	medium_25M	came_itself	94427	16.098894880887
NZ_QSIC01000001.1	medium_50M	came_from_before	1205	NA
NZ_QSIC01000001.1	medium_50M	came_from_both	66458	NA
NZ_QSIC01000001.1	medium_50M	came_from_donor	18935	NA
NZ_QSIC01000001.1	medium_50M	came_itself	7417	2.12932883891073
NZ_QSIC01000001.1	medium_5M	came_from_before	8	NA
NZ_QSIC01000001.1	medium_5M	came_from_both	141	NA
NZ_QSIC01000001.1	medium_5M	came_from_donor	5777	NA
NZ_QSIC01000001.1	medium_5M	came_itself	7906	1.89003840590945
NZ_QSIH01000001.1	high_10M	came_from_before	82	1.30153112090344
NZ_QSIH01000001.1	high_10M	came_from_both	41285	NA
NZ_QSIH01000001.1	high_10M	came_from_donor	43	NA
NZ_QSIH01000001.1	high_10M	came_itself	39	1.30153112090344
NZ_QSIH01000001.1	high_1M	came_from_before	10	0.0631198634987457
NZ_QSIH01000001.1	high_1M	came_from_both	151	NA
NZ_QSIH01000001.1	high_1M	came_from_donor	44	NA
NZ_QSIH01000001.1	high_1M	came_itself	321	0.0631198634987457
NZ_QSIH01000001.1	high_25M	came_from_before	37	0.17290593584922
NZ_QSIH01000001.1	high_25M	came_from_both	95203	NA
NZ_QSIH01000001.1	high_25M	came_from_donor	7	NA
NZ_QSIH01000001.1	high_25M	came_itself	NA	0.17290593584922
NZ_QSIH01000001.1	high_50M	came_from_before	34	1.22784107740469
NZ_QSIH01000001.1	high_50M	came_from_both	367459	NA
NZ_QSIH01000001.1	high_50M	came_from_donor	1603	NA
NZ_QSIH01000001.1	high_50M	came_itself	140	1.22784107740469
NZ_QSIH01000001.1	high_5M	came_from_before	18	0.932201241810154
NZ_QSIH01000001.1	high_5M	came_from_both	15701	NA
NZ_QSIH01000001.1	high_5M	came_from_donor	1304	NA
NZ_QSIH01000001.1	high_5M	came_itself	528	0.932201241810154
NZ_QSII01000001.1	high_10M	came_from_before	53	NA
NZ_QSII01000001.1	high_10M	came_from_both	2793	NA
NZ_QSII01000001.1	high_10M	came_from_donor	389	0.451266752838133
NZ_QSII01000001.1	high_10M	came_itself	966	NA
NZ_QSII01000001.1	high_1M	came_from_both	7	NA
NZ_QSII01000001.1	high_1M	came_from_donor	6	0.00185109151474515
NZ_QSII01000001.1	high_1M	came_itself	610	NA
NZ_QSII01000001.1	high_25M	came_from_both	15080	NA
NZ_QSII01000001.1	high_25M	came_from_donor	16661	1.86964828804956
NZ_QSII01000001.1	high_25M	came_itself	12	NA
NZ_QSII01000001.1	high_50M	came_from_before	9	NA
NZ_QSII01000001.1	high_50M	came_from_both	110664	NA
NZ_QSII01000001.1	high_50M	came_from_donor	12348	11.8767075937022
NZ_QSII01000001.1	high_50M	came_itself	107	NA
NZ_QSII01000001.1	high_5M	came_from_before	110	NA
NZ_QSII01000001.1	high_5M	came_from_both	887	NA
NZ_QSII01000001.1	high_5M	came_from_donor	239	0.669525627360391
NZ_QSII01000001.1	high_5M	came_itself	1798	NA
NZ_QSII01000001.1	medium_10M	came_from_before	33552	13.3474835754133
NZ_QSII01000001.1	medium_10M	came_from_both	17441	NA
NZ_QSII01000001.1	medium_10M	came_from_donor	11	NA
NZ_QSII01000001.1	medium_10M	came_itself	684	NA
NZ_QSII01000001.1	medium_1M	came_from_before	254	0.838510683284611
NZ_QSII01000001.1	medium_1M	came_from_both	28	NA
NZ_QSII01000001.1	medium_1M	came_from_donor	10	NA
NZ_QSII01000001.1	medium_1M	came_itself	3563	NA
NZ_QSII01000001.1	medium_25M	came_from_before	106626	33.4113688358931
NZ_QSII01000001.1	medium_25M	came_from_both	220820	NA
NZ_QSII01000001.1	medium_50M	came_from_before	203534	74.2683288446527
NZ_QSII01000001.1	medium_50M	came_from_both	572313	NA
NZ_QSII01000001.1	medium_5M	came_from_before	503	0.0245765051304188
NZ_QSII01000001.1	medium_5M	came_from_both	3784	NA
NZ_QSII01000001.1	medium_5M	came_from_donor	11	NA
NZ_QSII01000001.1	medium_5M	came_itself	5	NA
NZ_QSIK01000001.1	high_10M	came_from_before	28	NA
NZ_QSIK01000001.1	high_10M	came_from_both	2909	NA
NZ_QSIK01000001.1	high_10M	came_from_donor	1050	3.17165755097643
NZ_QSIK01000001.1	high_10M	came_itself	1901	NA
NZ_QSIK01000001.1	high_1M	came_from_both	1	NA
NZ_QSIK01000001.1	high_1M	came_from_donor	3	0.274269968685302
NZ_QSIK01000001.1	high_1M	came_itself	1327	NA
NZ_QSIK01000001.1	high_25M	came_from_before	2	NA
NZ_QSIK01000001.1	high_25M	came_from_both	13940	NA
NZ_QSIK01000001.1	high_25M	came_from_donor	4705	6.52524217820635
NZ_QSIK01000001.1	high_25M	came_itself	181	NA
NZ_QSIK01000001.1	high_50M	came_from_both	119253	NA
NZ_QSIK01000001.1	high_50M	came_from_donor	65451	49.400827764854
NZ_QSIK01000001.1	high_5M	came_from_before	57	NA
NZ_QSIK01000001.1	high_5M	came_from_both	496	NA
NZ_QSIK01000001.1	high_5M	came_from_donor	61	0.943765651263328
NZ_QSIK01000001.1	high_5M	came_itself	1014	NA
NZ_QSIU01000001.1	high_10M	came_from_before	818	4.29634208043199
NZ_QSIU01000001.1	high_10M	came_from_both	3424	NA
NZ_QSIU01000001.1	high_10M	came_from_donor	13	NA
NZ_QSIU01000001.1	high_10M	came_itself	1833	4.29634208043199
NZ_QSIU01000001.1	high_1M	came_from_before	NA	0.360216729920284
NZ_QSIU01000001.1	high_1M	came_from_both	11	NA
NZ_QSIU01000001.1	high_1M	came_from_donor	2	NA
NZ_QSIU01000001.1	high_1M	came_itself	1831	0.360216729920284
NZ_QSIU01000001.1	high_25M	came_from_before	12460	9.06165131501009
NZ_QSIU01000001.1	high_25M	came_from_both	14418	NA
NZ_QSIU01000001.1	high_25M	came_from_donor	1	NA
NZ_QSIU01000001.1	high_25M	came_itself	121	9.06165131501009
NZ_QSIU01000001.1	high_50M	came_from_before	70285	35.3881616055425
NZ_QSIU01000001.1	high_50M	came_from_both	112343	NA
NZ_QSIU01000001.1	high_50M	came_itself	NA	35.3881616055425
NZ_QSIU01000001.1	high_5M	came_from_before	1036	1.27617173705753
NZ_QSIU01000001.1	high_5M	came_from_both	828	NA
NZ_QSIU01000001.1	high_5M	came_itself	118	1.27617173705753
NZ_QSIY01000001.1	high_10M	came_from_before	42	NA
NZ_QSIY01000001.1	high_10M	came_from_both	957	NA
NZ_QSIY01000001.1	high_10M	came_from_donor	2	0.00950264073807137
NZ_QSIY01000001.1	high_10M	came_itself	2	NA
NZ_QSIY01000001.1	high_1M	came_from_before	2	NA
NZ_QSIY01000001.1	high_1M	came_from_both	3	NA
NZ_QSIY01000001.1	high_1M	came_from_donor	2	0.0604255789128791
NZ_QSIY01000001.1	high_1M	came_itself	674	NA
NZ_QSIY01000001.1	high_25M	came_from_both	7318	NA
NZ_QSIY01000001.1	high_25M	came_from_donor	9490	5.25758908202998
NZ_QSIY01000001.1	high_25M	came_itself	16	NA
NZ_QSIY01000001.1	high_50M	came_from_both	29282	NA
NZ_QSIY01000001.1	high_50M	came_from_donor	28427	14.3467696075029
NZ_QSIY01000001.1	high_50M	came_itself	1	NA
NZ_QSIY01000001.1	high_5M	came_from_before	12	NA
NZ_QSIY01000001.1	high_5M	came_from_both	166	NA
NZ_QSIY01000001.1	high_5M	came_from_donor	107	0.364153319747595
NZ_QSIY01000001.1	high_5M	came_itself	186	NA
NZ_QSJB01000001.1	high_10M	came_from_before	420	3.13581849855751
NZ_QSJB01000001.1	high_10M	came_from_both	1089	NA
NZ_QSJB01000001.1	high_10M	came_from_donor	41	NA
NZ_QSJB01000001.1	high_10M	came_itself	9155	3.13581849855751
NZ_QSJB01000001.1	high_1M	came_from_before	NA	0.2725206937479
NZ_QSJB01000001.1	high_1M	came_from_both	3	NA
NZ_QSJB01000001.1	high_1M	came_itself	2315	0.2725206937479
NZ_QSJB01000001.1	high_25M	came_from_before	4344	4.94074159475421
NZ_QSJB01000001.1	high_25M	came_from_both	16665	NA
NZ_QSJB01000001.1	high_25M	came_from_donor	55	NA
NZ_QSJB01000001.1	high_25M	came_itself	977	4.94074159475421
NZ_QSJB01000001.1	high_50M	came_from_before	17088	4.35354728827645
NZ_QSJB01000001.1	high_50M	came_from_both	24429	NA
NZ_QSJB01000001.1	high_50M	came_itself	NA	4.35354728827645
NZ_QSJB01000001.1	high_5M	came_from_before	1172	1.0019221042504
NZ_QSJB01000001.1	high_5M	came_from_both	77	NA
NZ_QSJB01000001.1	high_5M	came_itself	1750	1.0019221042504
NZ_QSJC01000001.1	high_10M	came_from_before	724	1.28861323577406
NZ_QSJC01000001.1	high_10M	came_from_both	34993	NA
NZ_QSJC01000001.1	high_10M	came_itself	7	1.28861323577406
NZ_QSJC01000001.1	high_1M	came_from_before	20	0.649566443625412
NZ_QSJC01000001.1	high_1M	came_from_both	62	NA
NZ_QSJC01000001.1	high_1M	came_from_donor	129	NA
NZ_QSJC01000001.1	high_1M	came_itself	595	0.649566443625412
NZ_QSJC01000001.1	high_25M	came_from_before	259	2.67552514776721
NZ_QSJC01000001.1	high_25M	came_from_both	91573	NA
NZ_QSJC01000001.1	high_25M	came_from_donor	21	NA
NZ_QSJC01000001.1	high_25M	came_itself	153	2.67552514776721
NZ_QSJC01000001.1	high_50M	came_from_before	5572	15.149666563487
NZ_QSJC01000001.1	high_50M	came_from_both	331528	NA
NZ_QSJC01000001.1	high_50M	came_itself	15	15.149666563487
NZ_QSJC01000001.1	high_5M	came_from_before	174	1.86262282415797
NZ_QSJC01000001.1	high_5M	came_from_both	9652	NA
NZ_QSJC01000001.1	high_5M	came_from_donor	103	NA
NZ_QSJC01000001.1	high_5M	came_itself	257	1.86262282415797
NZ_QSJK01000001.1	high_10M	came_from_before	1744	0.489759200300783
NZ_QSJK01000001.1	high_10M	came_from_both	10283	NA
NZ_QSJK01000001.1	high_10M	came_from_donor	188	NA
NZ_QSJK01000001.1	high_10M	came_itself	1120	0.489759200300783
NZ_QSJK01000001.1	high_1M	came_from_before	NA	0.0158601340381133
NZ_QSJK01000001.1	high_1M	came_from_both	53	NA
NZ_QSJK01000001.1	high_1M	came_from_donor	17	NA
NZ_QSJK01000001.1	high_1M	came_itself	739	0.0158601340381133
NZ_QSJK01000001.1	high_25M	came_from_before	188	2.48692254278475
NZ_QSJK01000001.1	high_25M	came_from_both	28534	NA
NZ_QSJK01000001.1	high_25M	came_from_donor	401	NA
NZ_QSJK01000001.1	high_25M	came_itself	8133	2.48692254278475
NZ_QSJK01000001.1	high_50M	came_from_before	112141	23.3390136473167
NZ_QSJK01000001.1	high_50M	came_from_both	193872	NA
NZ_QSJK01000001.1	high_50M	came_itself	50	23.3390136473167
NZ_QSJK01000001.1	high_5M	came_from_before	422	0.793900469458631
NZ_QSJK01000001.1	high_5M	came_from_both	2484	NA
NZ_QSJK01000001.1	high_5M	came_from_donor	54	NA
NZ_QSJK01000001.1	high_5M	came_itself	2113	0.793900469458631
NZ_QSJP01000001.1	high_10M	came_from_before	14484	1.48257388976387
NZ_QSJP01000001.1	high_10M	came_from_both	9878	NA
NZ_QSJP01000001.1	high_10M	came_from_donor	177	NA
NZ_QSJP01000001.1	high_10M	came_itself	5694	1.48257388976387
NZ_QSJP01000001.1	high_1M	came_from_before	29	0.130440390509259
NZ_QSJP01000001.1	high_1M	came_from_both	57	NA
NZ_QSJP01000001.1	high_1M	came_from_donor	4	NA
NZ_QSJP01000001.1	high_1M	came_itself	2119	0.130440390509259
NZ_QSJP01000001.1	high_25M	came_from_before	56200	0.450403501518554
NZ_QSJP01000001.1	high_25M	came_from_both	13260	NA
NZ_QSJP01000001.1	high_25M	came_itself	NA	0.450403501518554
NZ_QSJP01000001.1	high_50M	came_from_before	89465	5.0885527504586
NZ_QSJP01000001.1	high_50M	came_from_both	124112	NA
NZ_QSJP01000001.1	high_50M	came_itself	NA	5.0885527504586
NZ_QSJP01000001.1	high_5M	came_from_before	7196	0.651993210707105
NZ_QSJP01000001.1	high_5M	came_from_both	1618	NA
NZ_QSJP01000001.1	high_5M	came_from_donor	10	NA
NZ_QSJP01000001.1	high_5M	came_itself	606	0.651993210707105
NZ_QSKD01000001.1	high_10M	came_from_before	33	NA
NZ_QSKD01000001.1	high_10M	came_from_both	30163	NA
NZ_QSKD01000001.1	high_10M	came_from_donor	737	0.63666335631535
NZ_QSKD01000001.1	high_10M	came_itself	620	NA
NZ_QSKD01000001.1	high_1M	came_from_both	52	NA
NZ_QSKD01000001.1	high_1M	came_from_donor	148	0.104136929095958
NZ_QSKD01000001.1	high_1M	came_itself	536	NA
NZ_QSKD01000001.1	high_25M	came_from_both	78939	NA
NZ_QSKD01000001.1	high_25M	came_from_donor	1240	0.732911838544697
